	Assay	Cell Type	Molecule
636	CAGE	glassy cell carcinoma cell line	
637	CAGE	glassy cell carcinoma cell line	
638	CAGE	large cell non-keratinizing squamous carcinoma cell line	
639	CAGE	large cell non-keratinizing squamous carcinoma cell line	
640	CAGE	serous cystadenocarcinoma cell line	
641	CAGE	serous cystadenocarcinoma cell line	
642	CAGE	tridermal teratoma cell line	
643	CAGE	tridermal teratoma cell line	
644	CAGE	sacrococcigeal teratoma cell line	
645	CAGE	sacrococcigeal teratoma cell line	
646	CAGE	peripheral neuroectodermal tumor cell line	
647	CAGE	peripheral neuroectodermal tumor cell line	
648	CAGE	pancreatic carcinoma cell line	
649	CAGE	pancreatic carcinoma cell line	
650	CAGE	chondrosarcoma cell line	
651	CAGE	chondrosarcoma cell line	
652	CAGE	carcinoid cell line	
653	CAGE	carcinoid cell line	
654	CAGE	osteoclastoma cell line	
655	CAGE	osteoclastoma cell line	
656	CAGE	Ewing's sarcoma cell line	
657	CAGE	Ewing's sarcoma cell line	
658	CAGE	transitional cell carcinoma cell line	
659	CAGE	transitional cell carcinoma cell line	
660	CAGE	alveolar cell carcinoma cell line	
661	CAGE	alveolar cell carcinoma cell line	
662	CAGE	bronchioalveolar carcinoma cell line	
663	CAGE	bronchioalveolar carcinoma cell line	
664	CAGE	bronchogenic carcinoma cell line	
665	CAGE	bronchogenic carcinoma cell line	
666	CAGE	fibrous histiocytoma cell line	
667	CAGE	fibrous histiocytoma cell line	
668	CAGE	hairy cell leukemia cell line	
669	CAGE	hairy cell leukemia cell line	
670	CAGE	acantholytic squamous carcinoma cell line	
671	CAGE	acantholytic squamous carcinoma cell line	
672	CAGE	biphenotypic B myelomonocytic leukemia cell line	
673	CAGE	biphenotypic B myelomonocytic leukemia cell line	
674	CAGE	carcinoid cell line	
675	CAGE	carcinoid cell line	
676	CAGE	leiomyoblastoma cell line	
677	CAGE	leiomyoblastoma cell line	
678	CAGE	pharyngeal carcinoma cell line	
679	CAGE	pharyngeal carcinoma cell line	
680	CAGE	liposarcoma cell line	
681	CAGE	liposarcoma cell line	
682	CAGE	lymphangiectasia cell line	
683	CAGE	lymphangiectasia cell line	
684	CAGE	neuroepithelioma cell line	
685	CAGE	neuroepithelioma cell line	
686	CAGE	neurofibroma cell line	
687	CAGE	neurofibroma cell line	
688	CAGE	pagetoid sarcoma cell line	
689	CAGE	pagetoid sarcoma cell line	
690	CAGE	spindle cell sarcoma cell line	
691	CAGE	spindle cell sarcoma cell line	
692	CAGE	mycosis fungoides, T cell lymphoma cell line	
693	CAGE	mycosis fungoides, T cell lymphoma cell line	
694	CAGE	leukemia, chronic megakaryoblastic cell line	
695	CAGE	leukemia, chronic megakaryoblastic cell line	
696	CAGE	fibrosarcoma cell line	
697	CAGE	fibrosarcoma cell line	
698	CAGE	medulloblastoma cell line	
699	CAGE	medulloblastoma cell line	
700	CAGE	bronchial squamous cell carcinoma cell line	
701	CAGE	bronchial squamous cell carcinoma cell line	
702	CAGE	acute myeloid leukemia (FAB M2) cell line	
703	CAGE	acute myeloid leukemia (FAB M2) cell line	
704	CAGE	chronic myelogenous leukemia (CML) cell line	
705	CAGE	chronic myelogenous leukemia (CML) cell line	
706	CAGE	neuroectodermal tumor cell line	
707	CAGE	neuroectodermal tumor cell line	
708	CAGE	NK T cell leukemia cell line	
709	CAGE	NK T cell leukemia cell line	
710	CAGE	hepatic mesenchymal tumor cell line	
711	CAGE	hepatic mesenchymal tumor cell line	
712	CAGE	somatostatinoma cell line	
713	CAGE	somatostatinoma cell line	
714	CAGE	liposarcoma cell line	
715	CAGE	liposarcoma cell line	
716	CAGE	thyroid carcinoma cell line	
717	CAGE	thyroid carcinoma cell line	
718	CAGE	mucinous cystadenocarcinoma cell line	
719	CAGE	mucinous cystadenocarcinoma cell line	
720	CAGE	choriocarcinoma cell line	
721	CAGE	choriocarcinoma cell line	
722	CAGE	testicular germ cell embryonal carcinoma cell line	
723	CAGE	testicular germ cell embryonal carcinoma cell line	
724	CAGE	rhabdomyosarcoma cell line	
725	CAGE	rhabdomyosarcoma cell line	
726	CAGE	teratocarcinoma cell line	
727	CAGE	teratocarcinoma cell line	
728	CAGE	keratoacanthoma cell line	
729	CAGE	keratoacanthoma cell line	
730	CAGE	anaplastic large cell lymphoma cell line	
731	CAGE	anaplastic large cell lymphoma cell line	
732	CAGE	adenocarcinoma cell line	
733	CAGE	adenocarcinoma cell line	
734	CAGE	tubular adenocarcinoma cell line	
735	CAGE	tubular adenocarcinoma cell line	
736	CAGE	teratocarcinoma cell line	
737	CAGE	teratocarcinoma cell line	
738	CAGE	small cell cervical cancer cell line	
739	CAGE	small cell cervical cancer cell line	
740	CAGE	chronic myeloblastic leukemia (CML) cell line	
741	CAGE	chronic myeloblastic leukemia (CML) cell line	
742	CAGE	acute myeloid leukemia (FAB M7) cell line	
743	CAGE	acute myeloid leukemia (FAB M7) cell line	
744	CAGE	anaplastic squamous cell carcinoma cell line	
745	CAGE	anaplastic squamous cell carcinoma cell line	
746	CAGE	teratocarcinoma cell line	
747	CAGE	teratocarcinoma cell line	
748	CAGE	hereditary spherocytic anemia cell line	
749	CAGE	hereditary spherocytic anemia cell line	
750	CAGE	Wilms' tumor cell line	
751	CAGE	Wilms' tumor cell line	
752	CAGE	adrenal cortex adenocarcinoma cell line	
753	CAGE	adrenal cortex adenocarcinoma cell line	
754	CAGE	normal embryonic palatal mesenchymal cell line	
755	CAGE	normal embryonic palatal mesenchymal cell line	
756	CAGE	Gingival epithelial cells,  (GEA14)	
757	CAGE	Gingival epithelial cells,  (GEA14)	
758	CAGE	Gingival epithelial cells,  (GEA15)	
759	CAGE	Gingival epithelial cells,  (GEA15)	
760	CAGE	Smooth Muscle Cells - Prostate,	
761	CAGE	Smooth Muscle Cells - Prostate,	
762	CAGE	Smooth Muscle Cells - Uterine,	
763	CAGE	Smooth Muscle Cells - Uterine,	
764	CAGE	Endothelial Cells - Thoracic,	
765	CAGE	Endothelial Cells - Thoracic,	
766	CAGE	clear cell carcinoma cell line	
767	CAGE	clear cell carcinoma cell line	
768	CAGE	bone marrow stromal cell line	
769	CAGE	bone marrow stromal cell line	
770	CAGE	basal cell carcinoma cell line	
771	CAGE	basal cell carcinoma cell line	
772	CAGE	pleomorphic hepatocellular carcinoma cell line	
773	CAGE	pleomorphic hepatocellular carcinoma cell line	
774	CAGE	myelodysplastic syndrome cell line	
775	CAGE	myelodysplastic syndrome cell line	
776	CAGE	lymphoma, malignant, hairy B-cell cell line	
777	CAGE	lymphoma, malignant, hairy B-cell cell line	
778	CAGE	breast carcinoma cell line	
779	CAGE	breast carcinoma cell line	
780	CAGE	mixed mullerian tumor cell line	
781	CAGE	mixed mullerian tumor cell line	
782	CAGE	meningioma cell line	
783	CAGE	meningioma cell line	
784	CAGE	Whole blood (ribopure), , donation3	
785	CAGE	Whole blood (ribopure), , donation3	
786	CAGE	normal intestinal epithelial cell line	
787	CAGE	normal intestinal epithelial cell line	
788	CAGE	Fibroblast - Gingival,  (GFH3)	
789	CAGE	Fibroblast - Gingival,  (GFH3)	
790	CAGE	Fibroblast - Periodontal Ligament,  (PL30)	
791	CAGE	Fibroblast - Periodontal Ligament,  (PL30)	
792	CAGE	Prostate Epithelial Cells,	
793	CAGE	Prostate Epithelial Cells,	
794	CAGE	Endothelial Cells - Artery,	
795	CAGE	Endothelial Cells - Artery,	
796	CAGE	Hair Follicle Dermal Papilla Cells,	
797	CAGE	Hair Follicle Dermal Papilla Cells,	
798	CAGE	Fibroblast - Periodontal Ligament,  (PLH3)	
799	CAGE	Fibroblast - Periodontal Ligament,  (PLH3)	
800	CAGE	Dendritic Cells - monocyte immature derived,	
801	CAGE	Dendritic Cells - monocyte immature derived,	
802	CAGE	Preadipocyte - perirenal,	
803	CAGE	Preadipocyte - perirenal,	
804	CAGE	Adipocyte - perirenal,	
805	CAGE	Adipocyte - perirenal,	
806	CAGE	Schwann Cells,	
807	CAGE	Schwann Cells,	
808	CAGE	Renal Glomerular Endothelial Cells,	
809	CAGE	Renal Glomerular Endothelial Cells,	
810	CAGE	Hepatic Sinusoidal Endothelial Cells,	
811	CAGE	Hepatic Sinusoidal Endothelial Cells,	
812	CAGE	CD19+ B Cells (pluriselect), , donation2	
813	CAGE	CD19+ B Cells (pluriselect), , donation2	
814	CAGE	CD8+ T Cells (pluriselect), , donation1	
815	CAGE	CD8+ T Cells (pluriselect), , donation1	
816	CAGE	CD19+ B Cells (pluriselect), , donation1	
817	CAGE	CD19+ B Cells (pluriselect), , donation1	
818	CAGE	CD8+ T Cells (pluriselect), , donation2	
819	CAGE	CD8+ T Cells (pluriselect), , donation2	
820	CAGE	CD8+ T Cells (pluriselect), , donation3	
821	CAGE	CD8+ T Cells (pluriselect), , donation3	
822	CAGE	CD19+ B Cells (pluriselect), , donation3	
823	CAGE	CD19+ B Cells (pluriselect), , donation3	
824	CAGE	mesodermal tumor cell line	
825	CAGE	mesodermal tumor cell line	
826	CAGE	leiomyosarcoma cell line	
827	CAGE	leiomyosarcoma cell line	
828	CAGE	non-small cell lung cancer cell line	
829	CAGE	non-small cell lung cancer cell line	
830	CAGE	CD34+ Progenitors,	
831	CAGE	CD34+ Progenitors,	
832	CAGE	spinal cord, adult,	
833	CAGE	spinal cord, adult,	
834	CAGE	pineal gland, adult,	
835	CAGE	pineal gland, adult,	
836	CAGE	pituitary gland, adult,	
837	CAGE	pituitary gland, adult,	
838	CAGE	medial frontal gyrus, adult,	
839	CAGE	medial frontal gyrus, adult,	
840	CAGE	amygdala, adult,	
841	CAGE	amygdala, adult,	
842	CAGE	hippocampus, adult,	
843	CAGE	hippocampus, adult,	
844	CAGE	thalamus, adult,	
845	CAGE	thalamus, adult,	
846	CAGE	medulla oblongata, adult,	
847	CAGE	medulla oblongata, adult,	
848	CAGE	medial temporal gyrus, adult,	
849	CAGE	medial temporal gyrus, adult,	
850	CAGE	parietal lobe, adult,	
851	CAGE	parietal lobe, adult,	
852	CAGE	substantia nigra, adult,	
853	CAGE	substantia nigra, adult,	
854	CAGE	globus pallidus, adult,	
855	CAGE	globus pallidus, adult,	
856	CAGE	occipital cortex, adult,	
857	CAGE	occipital cortex, adult,	
858	CAGE	caudate nucleus, adult,	
859	CAGE	caudate nucleus, adult,	
860	CAGE	locus coeruleus, adult,	
861	CAGE	locus coeruleus, adult,	
862	CAGE	cerebellum, adult,	
863	CAGE	cerebellum, adult,	
864	CAGE	putamen, adult,	
865	CAGE	putamen, adult,	
866	CAGE	epitheloid carcinoma cell line	
867	CAGE	epitheloid carcinoma cell line	
868	CAGE	hepatocellular carcinoma cell line	
869	CAGE	hepatocellular carcinoma cell line	
870	CAGE	B lymphoblastoid cell line	
871	CAGE	B lymphoblastoid cell line	
872	CAGE	chronic myelogenous leukemia cell line	
873	CAGE	chronic myelogenous leukemia cell line	
874	CAGE	Neurons,	
875	CAGE	Neurons,	
876	CAGE	Hair Follicle Outer Root Sheath Cells,	
877	CAGE	Hair Follicle Outer Root Sheath Cells,	
878	CAGE	Hepatocyte,	
879	CAGE	Hepatocyte,	
880	CAGE	Cardiac Myocyte,	
881	CAGE	Cardiac Myocyte,	
882	CAGE	Lens Epithelial Cells,	
883	CAGE	Lens Epithelial Cells,	
884	CAGE	CD19+ B Cells,	
885	CAGE	CD19+ B Cells,	
886	CAGE	Melanocyte - dark,	
887	CAGE	Melanocyte - dark,	
888	CAGE	testicular germ cell embryonal carcinoma cell line	
889	CAGE	testicular germ cell embryonal carcinoma cell line	
890	CAGE	testicular germ cell embryonal carcinoma cell line	
891	CAGE	testicular germ cell embryonal carcinoma cell line	
892	CAGE	mesenchymal precursor cell - adipose,	
893	CAGE	mesenchymal precursor cell - adipose,	
894	CAGE	mesenchymal precursor cell - bone marrow,	
895	CAGE	mesenchymal precursor cell - bone marrow,	
896	CAGE	mesenchymal precursor cell - cardiac,	
897	CAGE	mesenchymal precursor cell - cardiac,	
898	CAGE	mesenchymal precursor cell - ovarian cancer left ovary,	
899	CAGE	mesenchymal precursor cell - ovarian cancer left ovary,	
900	CAGE	mesenchymal precursor cell - ovarian cancer right ovary,	
901	CAGE	mesenchymal precursor cell - ovarian cancer right ovary,	
902	CAGE	mesenchymal precursor cell - ovarian cancer metastasis,	
903	CAGE	mesenchymal precursor cell - ovarian cancer metastasis,	
904	CAGE	mesenchymal precursor cell - ovarian cancer right ovary,  (SOC-57-02)	
905	CAGE	mesenchymal precursor cell - ovarian cancer right ovary,  (SOC-57-02)	
906	CAGE	amniotic membrane cells,	
907	CAGE	amniotic membrane cells,	
908	CAGE	chorionic membrane cells,	
909	CAGE	chorionic membrane cells,	
910	CAGE	Mesenchymal stem cells - umbilical,	
911	CAGE	Mesenchymal stem cells - umbilical,	
912	CAGE	Fibroblast - Periodontal Ligament,  (PL29)	
913	CAGE	Fibroblast - Periodontal Ligament,  (PL29)	
914	CAGE	common myeloid progenitor CMP,	
915	CAGE	common myeloid progenitor CMP,	
916	CAGE	granulocyte macrophage progenitor,	
917	CAGE	granulocyte macrophage progenitor,	
918	CAGE	promyelocytes	
919	CAGE	promyelocytes	
920	CAGE	neutrophil PMN,	
921	CAGE	neutrophil PMN,	
922	CAGE	Mallassez-derived cells,  (MZH3)	
923	CAGE	Mallassez-derived cells,  (MZH3)	
924	CAGE	CD133+ stem cells - cord blood derived, pool1	
925	CAGE	CD133+ stem cells - cord blood derived, pool1	
926	CAGE	Basophils,	
927	CAGE	Basophils,	
928	CAGE	Eosinophils,	
929	CAGE	Eosinophils,	
930	CAGE	CD133+ stem cells - adult bone marrow derived, pool1	
931	CAGE	CD133+ stem cells - adult bone marrow derived, pool1	
932	CAGE	CD34+ stem cells - adult bone marrow derived, , tech_	
933	CAGE	CD34+ stem cells - adult bone marrow derived, , tech_	
934	CAGE	nasal epithelial cells, , tech_	
935	CAGE	nasal epithelial cells, , tech_	
936	CAGE	mature adipocyte,	
937	CAGE	mature adipocyte,	
938	CAGE	Mast cell,	
939	CAGE	Mast cell,	
940	CAGE	Smooth Muscle Cells - Umbilical Vein,	
941	CAGE	Smooth Muscle Cells - Umbilical Vein,	
942	CAGE	nasal epithelial cells,	
943	CAGE	nasal epithelial cells,	
944	CAGE	Oligodendrocyte - precursors,	
945	CAGE	Oligodendrocyte - precursors,	
946	CAGE	Perineurial Cells,	
947	CAGE	Perineurial Cells,	
948	CAGE	Smooth Muscle Cells - Intestinal,	
949	CAGE	Smooth Muscle Cells - Intestinal,	
950	CAGE	Iris Pigment Epithelial Cells,	
951	CAGE	Iris Pigment Epithelial Cells,	
952	CAGE	diencephalon, adult	
953	CAGE	diencephalon, adult	
954	CAGE	olfactory region, adult	
955	CAGE	olfactory region, adult	
956	CAGE	tenocyte,	
957	CAGE	tenocyte,	
958	CAGE	medulloblastoma cell line	
959	CAGE	medulloblastoma cell line	
960	CAGE	large cell lung carcinoma cell line	
961	CAGE	large cell lung carcinoma cell line	
962	CAGE	plasma cell leukemia cell line	
963	CAGE	plasma cell leukemia cell line	
964	CAGE	small cell lung carcinoma cell line	
965	CAGE	small cell lung carcinoma cell line	
966	CAGE	small cell lung carcinoma cell line	
967	CAGE	small cell lung carcinoma cell line	
968	CAGE	salivary acinar cells,	
969	CAGE	salivary acinar cells,	
970	CAGE	merkel cell carcinoma cell line	
971	CAGE	merkel cell carcinoma cell line	
972	CAGE	merkel cell carcinoma cell line	
973	CAGE	merkel cell carcinoma cell line	
974	CAGE	cerebral meninges, adult	
975	CAGE	cerebral meninges, adult	
976	CAGE	appendix, adult	
977	CAGE	appendix, adult	
978	CAGE	artery, adult	
979	CAGE	artery, adult	
980	CAGE	vein, adult	
981	CAGE	vein, adult	
982	CAGE	bone marrow, adult	
983	CAGE	bone marrow, adult	
984	CAGE	ductus deferens, adult	
985	CAGE	ductus deferens, adult	
986	CAGE	epididymis, adult	
987	CAGE	epididymis, adult	
988	CAGE	gall bladder, adult	
989	CAGE	gall bladder, adult	
990	CAGE	parotid gland, adult	
991	CAGE	parotid gland, adult	
992	CAGE	penis, adult	
993	CAGE	penis, adult	
994	CAGE	seminal vesicle, adult	
995	CAGE	seminal vesicle, adult	
996	CAGE	submaxillary gland, adult	
997	CAGE	submaxillary gland, adult	
998	CAGE	tongue, adult	
999	CAGE	tongue, adult	
1000	CAGE	vagina, adult	
1001	CAGE	vagina, adult	
1002	CAGE	heart - mitral valve, adult	
1003	CAGE	heart - mitral valve, adult	
1004	CAGE	heart - pulmonic valve, adult	
1005	CAGE	heart - pulmonic valve, adult	
1006	CAGE	heart - tricuspid valve, adult	
1007	CAGE	heart - tricuspid valve, adult	
1008	CAGE	throat, adult	
1009	CAGE	throat, adult	
1010	CAGE	Smooth Muscle Cells - Bladder,	
1011	CAGE	Smooth Muscle Cells - Bladder,	
1012	CAGE	testis, adult, pool2	
1013	CAGE	testis, adult, pool2	
1014	CAGE	acute myeloid leukemia (FAB M7) cell line	
1015	CAGE	acute myeloid leukemia (FAB M7) cell line	
1016	CAGE	acute myeloid leukemia (FAB M5) cell line	
1017	CAGE	acute myeloid leukemia (FAB M5) cell line	
1018	CAGE	acute myeloid leukemia (FAB M5) cell line	
1019	CAGE	acute myeloid leukemia (FAB M5) cell line	
1020	CAGE	acute myeloid leukemia (FAB M2) cell line	
1021	CAGE	acute myeloid leukemia (FAB M2) cell line	
1022	CAGE	acute myeloid leukemia (FAB M0) cell line	
1023	CAGE	acute myeloid leukemia (FAB M0) cell line	
1024	CAGE	acute myeloid leukemia (FAB M1) cell line	
1025	CAGE	acute myeloid leukemia (FAB M1) cell line	
1026	CAGE	acute myeloid leukemia (FAB M3) cell line	
1027	CAGE	acute myeloid leukemia (FAB M3) cell line	
1028	CAGE	acute myeloid leukemia (FAB M4eo) cell line	
1029	CAGE	acute myeloid leukemia (FAB M4eo) cell line	
1030	CAGE	acute myeloid leukemia (FAB M4eo) cell line	
1031	CAGE	acute myeloid leukemia (FAB M4eo) cell line	
1032	CAGE	acute myeloid leukemia (FAB M5) cell line	
1033	CAGE	acute myeloid leukemia (FAB M5) cell line	
1034	CAGE	acute myeloid leukemia (FAB M6) cell line	
1035	CAGE	acute myeloid leukemia (FAB M6) cell line	
1036	CAGE	acute myeloid leukemia (FAB M6) cell line	
1037	CAGE	acute myeloid leukemia (FAB M6) cell line	
1038	CAGE	mesothelioma cell line	
1039	CAGE	mesothelioma cell line	
1040	CAGE	mesothelioma cell line	
1041	CAGE	mesothelioma cell line	
1042	CAGE	mesothelioma cell line	
1043	CAGE	mesothelioma cell line	
1044	CAGE	mesothelioma cell line	
1045	CAGE	mesothelioma cell line	
1046	CAGE	mesothelioma cell line	
1047	CAGE	mesothelioma cell line	
1048	CAGE	mesothelioma cell line	
1049	CAGE	mesothelioma cell line	
1050	CAGE	mesothelioma cell line	
1051	CAGE	mesothelioma cell line	
1052	CAGE	mesothelioma cell line	
1053	CAGE	mesothelioma cell line	
1054	CAGE	mesothelioma cell line	
1055	CAGE	mesothelioma cell line	
1056	CAGE	mesothelioma cell line	
1057	CAGE	mesothelioma cell line	
1058	CAGE	mesothelioma cell line	
1059	CAGE	mesothelioma cell line	
1060	CAGE	mesothelioma cell line	
1061	CAGE	mesothelioma cell line	
1062	CAGE	mesothelioma cell line	
1063	CAGE	mesothelioma cell line	
1064	CAGE	mesothelioma cell line	
1065	CAGE	mesothelioma cell line	
1066	CAGE	serous adenocarcinoma cell line	
1067	CAGE	serous adenocarcinoma cell line	
1068	CAGE	CD4+CD25+CD45RA- memory regulatory T cells,	
1069	CAGE	CD4+CD25+CD45RA- memory regulatory T cells,	
1070	CAGE	CD4+CD25-CD45RA+ naive conventional T cells expanded,	
1071	CAGE	CD4+CD25-CD45RA+ naive conventional T cells expanded,	
1072	CAGE	CD4+CD25+CD45RA+ naive regulatory T cells expanded,	
1073	CAGE	CD4+CD25+CD45RA+ naive regulatory T cells expanded,	
1074	CAGE	CD4+CD25+CD45RA- memory regulatory T cells expanded,	
1075	CAGE	CD4+CD25+CD45RA- memory regulatory T cells expanded,	
1076	CAGE	CD4+CD25-CD45RA+ naive conventional T cells,	
1077	CAGE	CD4+CD25-CD45RA+ naive conventional T cells,	
1078	CAGE	CD14-CD16+ Monocytes,	
1079	CAGE	CD14-CD16+ Monocytes,	
1080	CAGE	CD14+CD16+ Monocytes,	
1081	CAGE	CD14+CD16+ Monocytes,	
1082	CAGE	CD4+CD25-CD45RA- memory conventional T cells expanded,	
1083	CAGE	CD4+CD25-CD45RA- memory conventional T cells expanded,	
1084	CAGE	CD14+CD16- Monocytes,	
1085	CAGE	CD14+CD16- Monocytes,	
1086	CAGE	CD4+CD25+CD45RA+ naive regulatory T cells,	
1087	CAGE	CD4+CD25+CD45RA+ naive regulatory T cells,	
1088	CAGE	CD4+CD25-CD45RA- memory conventional T cells,	
1089	CAGE	CD4+CD25-CD45RA- memory conventional T cells,	
1090	CAGE	acute myeloid leukemia (FAB M0) cell line	
1091	CAGE	acute myeloid leukemia (FAB M0) cell line	
1092	CAGE	achilles tendon,	
1093	CAGE	achilles tendon,	
1094	CAGE	cerebrospinal fluid,	
1095	CAGE	cerebrospinal fluid,	
1096	CAGE	cruciate ligament,	
1097	CAGE	cruciate ligament,	
1098	CAGE	eye - vitreous humor,	
1099	CAGE	eye - vitreous humor,	
1100	CAGE	eye - muscle superior,	
1101	CAGE	eye - muscle superior,	
1102	CAGE	eye - muscle lateral,	
1103	CAGE	eye - muscle lateral,	
1104	CAGE	eye - muscle medial,	
1105	CAGE	eye - muscle medial,	
1106	CAGE	eye - muscle inferior rectus,	
1107	CAGE	eye - muscle inferior rectus,	
1108	CAGE	Fingernail (including nail plate, eponychium and hyponychium),	
1109	CAGE	Fingernail (including nail plate, eponychium and hyponychium),	
1110	CAGE	optic nerve,	
1111	CAGE	optic nerve,	
1112	CAGE	skeletal muscle - soleus muscle,	
1113	CAGE	skeletal muscle - soleus muscle,	
1114	CAGE	Skin - palm,	
1115	CAGE	Skin - palm,	
1116	CAGE	tongue epidermis (fungiform papillae),	
1117	CAGE	tongue epidermis (fungiform papillae),	
1118	CAGE	Urethra,	
1119	CAGE	Urethra,	
1120	CAGE	CD14+ monocytes - treated with BCG,	
1121	CAGE	CD14+ monocytes - treated with BCG,	
1122	CAGE	CD14+ monocytes - treated with IFN + N-hexane,	
1123	CAGE	CD14+ monocytes - treated with IFN + N-hexane,	
1124	CAGE	CD14+ monocytes - treated with Trehalose dimycolate (TDM),	
1125	CAGE	CD14+ monocytes - treated with Trehalose dimycolate (TDM),	
1126	CAGE	CD14+ monocytes - mock treated,	
1127	CAGE	CD14+ monocytes - mock treated,	
1128	CAGE	CD14+ monocytes - treated with Group A streptococci,	
1129	CAGE	CD14+ monocytes - treated with Group A streptococci,	
1130	CAGE	CD14+ monocytes - treated with lipopolysaccharide,	
1131	CAGE	CD14+ monocytes - treated with lipopolysaccharide,	
